,Vid,Method,GLTarget,Tau,LambdaProx,WsWeight,Seed,CurEpoch,Time,FPS,Split,Embed,Crop,Resize,Lr_type,LR (E-3),Batch,EncoderParams,DecoderHeadParams,EmbeddingStorage,TotalStored,ModelSize,Epoch,Loss,Act,Norm,FC,Reduce,ENC_type,ENC_strds,KS,enc_dim,DEC,DEC_strds,lower_width,Quant,bits/param,bits/param w/ overhead,bits/pixel,PSNR_list_1,ChannelGroupSparsity%,ChannelGroupSparse/Total,DecoderHeadParamSparsity%,ModelParamSparsity%,best_pred_seen_psnr,best_pred_seen_ssim,best_pred_unseen_psnr,best_pred_unseen_ssim,best_quant_seen_psnr,best_quant_seen_ssim,best_quant_unseen_psnr,best_quant_unseen_ssim,pred_seen_psnr,pred_seen_ssim,pred_unseen_psnr,pred_unseen_ssim
0,bunny_smoke,weighted_sum,conv,,,1e-05,1,5,0:00:13.089055,78.35634232800855,2_2_3,,192_384,-1,cosine_0.1_1_0.1,1.0,1,275760,346450,384,346834,0.35,5,L2,gelu,none,9_16,1.2,convnext,"4,4,3,2,2",0_1_5,64_16,pshuffel,"4,4,3,2,2",6,quant_M8_E6,7.98167423032344,8.167215440239422,3.2017098885995368,"11.37,14.81,15.69,16.17,16.2",0.0,0/114,0.0,0.0,16.2,0.3865,15.92,0.3798,16.2,0.3866,15.92,0.3799,16.2,0.3865,15.92,0.3796
