,Vid,Method,GLTarget,Tau,LambdaProx,WsWeight,Seed,CurEpoch,Time,FPS,Split,Embed,Crop,Resize,Lr_type,LR (E-3),Batch,EncoderParams,DecoderHeadParams,EmbeddingStorage,TotalStored,ModelSize,Epoch,Loss,Act,Norm,FC,Reduce,ENC_type,ENC_strds,KS,enc_dim,DEC,DEC_strds,lower_width,Quant,bits/param,bits/param w/ overhead,bits/pixel,PSNR_list_1,ChannelGroupSparsity%,ChannelGroupSparse/Total,DecoderHeadParamSparsity%,ModelParamSparsity%,best_pred_seen_psnr,best_pred_seen_ssim,best_pred_unseen_psnr,best_pred_unseen_ssim,best_quant_seen_psnr,best_quant_seen_ssim,best_quant_unseen_psnr,best_quant_unseen_ssim,pred_seen_psnr,pred_seen_ssim,pred_unseen_psnr,pred_unseen_ssim
0,bunny_smoke,pcd,conv,0.5,50.0,,1,5,0:00:13.582714,74.64502580530343,2_2_3,,192_384,-1,cosine_0.1_1_0.1,1.0,1,275760,346450,384,346834,0.35,5,L2,gelu,none,9_16,1.2,convnext,"4,4,3,2,2",0_1_5,64_16,pshuffel,"4,4,3,2,2",6,quant_M8_E6,4.039748121579776,4.071025332003206,1.5959223994502316,"11.1,11.17,11.16,11.19,11.19",48.2456,55/114,57.8972,32.4786,11.19,0.2666,11.32,0.2628,nan,nan,nan,nan,11.19,0.2666,11.32,0.2628
