,Vid,Method,GLTarget,Tau,LambdaProx,WsWeight,Seed,CurEpoch,Time,FPS,Split,Embed,Crop,Resize,Lr_type,LR (E-3),Batch,EncoderParams,DecoderHeadParams,EmbeddingStorage,TotalStored,ModelSize,Epoch,Loss,Act,Norm,FC,Reduce,ENC_type,ENC_strds,KS,enc_dim,DEC,DEC_strds,lower_width,Quant,bits/param,bits/param w/ overhead,bits/pixel,PSNR_list_1,ChannelGroupSparsity%,ChannelGroupSparse/Total,DecoderHeadParamSparsity%,ModelParamSparsity%,best_pred_seen_psnr,best_pred_seen_ssim,best_pred_unseen_psnr,best_pred_unseen_ssim,best_quant_seen_psnr,best_quant_seen_ssim,best_quant_unseen_psnr,best_quant_unseen_ssim,pred_seen_psnr,pred_seen_ssim,pred_unseen_psnr,pred_unseen_ssim
0,bunny_smoke,baseline,conv,,,,1,2,0:00:04.112156,294.1908875705059,2_2_3,,192_384,-1,cosine_0.1_1_0.1,1.0,1,275760,170336,384,170720,0.35,2,L2,gelu,none,9_16,1.2,convnext,"4,4,3,2,2",0_1_5,64_16,pshuffel,"4,4,3,2,2",6,quant_M8_E6,7.9781572164948455,8.041699859418932,1.551738597728588,"11.3,11.35",0.0,0/65,0.0,0.0,11.35,0.2669,11.48,0.263,11.35,0.2669,11.48,0.263,11.35,0.2669,11.48,0.263
